Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Sale Condition
470.91803,578045760.0,28.080374,76.72205,9689.087,6.774985,5.071246,2008.091,2005.2726,25.53297,645.0944,340.8388,543.5555,1525.9762,1523.9463,-52.37026,-10.575168,1459.7635,1.00368,0.008624551,1.863944,0.14464034,2.6371799,1.0500796,6.173023,0.48424068,2005.6256,2.0585206,563.6415,169.25508,95.538895,-11.07407,0.71314055,-18.057796,6.949348,-136.82399,8.5723715,2009.1924,219114.28,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
525.41327,577842940.0,74.61782,68.306885,6198.6924,6.6319165,4.813565,2004.4475,2000.3368,105.89253,476.19443,-13.143428,383.05203,843.35864,898.57684,685.2911,-7.0351577,1576.5022,0.58375007,-0.11210658,1.8096852,0.9196,2.8413367,1.0079991,6.5604663,0.40855685,2004.0063,2.1540635,557.13007,89.49487,62.070843,-11.374119,-8.950758,-3.6920059,6.3751206,-262.1824,4.686388,2009.0914,198715.78,RL,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Missing,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
436.29773,511160100.0,15.18591,77.13886,5422.832,6.8198686,5.386212,1998.0468,2004.0465,50.196133,28.427715,-19.098555,1162.76,1169.1858,1159.034,223.32301,1.8556479,1383.4556,-0.012184768,-0.06716576,1.7057514,0.4481196,2.6388109,0.83799535,5.9602795,0.3035837,1999.2168,1.8205026,489.02188,8.421448,119.91984,-18.031708,-1.1555804,24.544489,15.587022,-125.45121,5.372973,2009.1285,191291.38,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,Missing,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
594.6092,499073540.0,28.556967,72.75301,6416.1978,6.4381995,5.100821,2001.7207,1996.8262,87.626396,220.49443,49.126064,794.62823,1063.485,1077.682,137.66132,-4.614615,1209.0255,0.322914,-0.0961245,1.5928017,0.43053758,2.5079935,0.934763,5.636608,0.23500594,1999.9813,2.113949,556.6098,103.78404,20.786213,-14.242928,6.9421144,-25.666176,-8.527401,-97.21516,6.062821,2008.8861,178640.33,RH,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,N,SBrkr,Fa,Typ,Missing,Detchd,Unf,TA,TA,P,Missing,Missing,Missing,WD ,Normal
839.63513,481883500.0,23.19778,63.18577,2142.2656,5.6677237,4.8230042,1981.9141,1982.9144,22.41483,-100.960106,73.71667,1093.5627,1063.7872,1027.2471,132.291,2.5665412,1160.6478,-0.045219243,-0.022245672,1.4347582,0.40788472,2.8909242,0.9029014,5.7340384,0.09748206,1982.3873,0.81399375,196.51237,-8.582832,107.22485,-15.296768,17.458183,-19.09066,-1.9098803,-57.893715,6.7771373,2008.4757,121658.45,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,Missing,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
383.62903,530193820.0,57.47443,77.81287,8159.353,6.8043375,5.063589,1999.1227,2001.7308,129.40033,25.858593,-11.274329,830.9958,842.23596,931.128,891.4767,9.025036,1831.9741,-0.014825135,-0.03766192,1.9840034,1.0440717,3.4054003,0.9693107,7.5027785,0.4725829,2000.4418,2.0780776,532.0443,96.15136,70.73437,-17.08459,-7.063747,-8.045375,24.902893,-358.35083,2.5575733,2009.2385,205994.83,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
349.78784,500453000.0,38.777107,77.65373,14450.585,6.9929023,5.088707,2010.4093,2000.4032,172.81052,111.47129,628.0458,718.6595,1453.5094,1510.1097,-17.147757,-26.393192,1467.2985,0.5557472,0.07394296,1.8002551,0.31746837,2.3512712,1.0435854,6.0020785,0.7805774,2003.1212,2.661594,716.96375,258.2425,-15.505711,-13.232502,-8.832668,4.5136714,13.11778,-183.36829,2.6776195,2009.2836,229570.56,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,Gd,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Missing,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,New,Partial
527.58716,603326100.0,39.38985,72.89199,6562.041,6.3314147,5.069472,2004.3181,2001.1536,26.76109,826.4953,-17.868902,396.85046,1202.9445,1219.0503,-88.43798,-3.9392626,1125.4791,0.92636204,-0.06153125,1.5713806,0.14317955,2.098306,1.0074505,5.1380725,0.19728604,2004.64,2.1234834,585.70245,72.833176,67.50802,-13.922279,-0.8907339,1.2603886,-0.40167457,-23.150652,7.9618764,2009.1503,185129.9,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Missing,Gd,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Missing,Missing,Othr,WD ,Normal
562.5143,537605400.0,26.033323,72.9228,7467.0596,6.6933837,5.0725517,2002.4451,2001.8735,66.53956,26.45985,68.862274,980.75073,1073.8942,1076.0991,255.23367,10.354671,1340.8807,0.03539309,0.022967894,1.6980354,0.5098693,2.5896757,0.8434301,5.8361144,0.32349133,2002.8162,2.032392,536.4773,97.629974,63.11133,-6.92972,1.0075865,-16.478603,4.371295,-181.82901,5.367379,2008.9713,187336.06,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Min1,Missing,Attchd,RFn,TA,TA,Y,Missing,MnPrv,Missing,CWD,Normal
791.50885,532491940.0,21.394474,66.238045,4339.9106,5.4090858,4.756889,1979.0804,1980.8317,5.897839,-36.79906,64.24391,985.9483,1010.8567,1007.4436,147.12328,12.748551,1166.3821,0.007479639,0.00980951,1.4220893,0.3862703,2.9857318,0.9190557,5.8214145,0.09695796,1980.7258,0.7908411,193.12422,0.2980731,100.287735,-20.750904,13.258061,-20.109653,-2.6410618,-214.70686,6.353635,2008.6279,116569.83,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,Missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
572.45123,599811600.0,34.532993,80.25025,8720.801,5.714843,4.864618,1998.1566,1992.8698,14.920896,750.7913,-8.638022,333.81857,1073.9138,1165.2709,11.437265,-0.006842472,1175.823,0.8389323,-0.02743597,1.5938029,0.19123316,2.6061974,1.0978119,5.7048273,0.10620526,1998.3818,1.9716008,538.83856,76.13308,45.936016,-32.338856,-2.2937844,-8.625405,3.7511475,-236.78304,7.4148374,2009.0924,164422.05,RM,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Missing,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,TA,Maj2,Missing,Detchd,Unf,Po,Po,N,Missing,Missing,Missing,WD ,Abnorml
494.9217,566315970.0,34.2069,73.34114,6693.6074,7.5092635,4.8790727,2012.3292,2010.2155,150.00789,25.832653,-31.724615,1518.4652,1508.1068,1467.8606,-117.4909,-3.756698,1346.8951,-0.07406995,-0.058587108,1.920507,0.057251226,2.0415273,0.9723438,5.630127,0.2795344,2013.3757,2.5551026,698.44836,42.983643,57.974888,-2.3426592,-6.8220773,18.053442,7.852458,30.809753,2.9013722,2009.1051,220557.16,RL,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Missing,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,GdWo,Missing,WD ,Abnorml
568.6885,623182100.0,83.24504,67.07032,7924.3853,6.9274735,4.855806,1993.7023,1995.641,177.27467,634.75726,2.7377179,286.4715,920.0683,966.59436,1124.1986,-4.343349,2085.7979,0.66507226,-0.052192297,1.959769,1.312609,3.6020775,1.0069809,8.062034,0.86009955,1993.5502,1.8628519,471.62598,110.57055,102.9062,-1.0777113,-1.8566705,4.109072,-6.147385,-213.32176,5.0063767,2009.0653,229767.25,FV,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Missing,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,New,Partial
695.8188,570523800.0,17.4628,85.74293,12121.479,7.6722093,4.903984,2009.1311,2003.6235,225.27316,1047.1365,42.59203,818.73535,1904.3519,1846.7953,-74.2279,-0.55910003,1770.1157,0.9885497,-0.01714227,1.9184799,0.15559362,2.5900137,1.0002092,6.797628,0.87562215,2004.7842,2.4575865,694.4858,154.87634,87.31905,0.68767905,14.291621,-4.788319,-5.262969,214.68744,7.0564704,2008.8258,277864.47,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
591.2085,607903700.0,22.179676,73.47899,8829.872,7.068659,5.344046,1998.5818,2004.1189,125.11465,82.37977,86.92868,1312.3016,1478.0952,1459.1519,21.705545,5.8218784,1485.8173,0.027843269,0.07602579,1.8959116,0.11135704,2.7142878,0.9720834,6.3751745,0.40329146,2000.6884,2.0704277,557.0204,140.28874,44.147762,-4.44433,8.105841,-30.196537,-3.7707596,-91.03231,4.173358,2009.0172,211663.98,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,CemntBd,CmentBd,Missing,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
548.68854,498643870.0,61.827747,69.30979,7599.5615,6.097555,5.833519,1983.4147,1995.8958,-31.732815,-94.29287,334.85257,432.48425,666.2835,849.39294,743.5051,-11.648621,1582.2803,0.14494815,0.05101004,1.717304,0.96951467,3.033657,1.0359954,6.664488,0.5648045,1988.1075,2.0833373,545.4625,-2.7243726,122.73934,-27.846344,-14.328159,131.54494,-6.913511,241.73831,10.77466,2008.9156,169381.81,RL,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,Missing,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
608.8086,576617300.0,97.24273,52.98865,4382.886,5.493647,5.668837,1968.3674,1984.1166,76.780464,16.478771,39.321735,448.5301,497.7735,620.79614,726.8583,23.97012,1373.6007,0.069007754,-0.016421389,1.40963,0.8940904,2.727157,1.0285611,6.1083994,0.32666802,1976.8958,1.2280989,297.61066,40.566963,41.77215,-8.597441,3.8721697,24.619694,4.1374984,66.68668,3.1490653,2008.9684,121297.0,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Missing,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Missing,Detchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
610.37695,638892740.0,86.48577,52.318512,3573.96,6.523296,4.733829,1993.7896,1998.0334,108.22353,-43.201496,13.007886,1265.692,1227.9453,1221.4453,-17.18984,12.983973,1219.5181,-0.038804978,-0.024655174,1.7620037,0.072479345,1.9753095,1.1262681,5.401822,0.0879663,2001.0726,1.7778734,471.02805,19.23867,48.94562,7.794735,-3.6691792,7.366258,5.412673,125.23028,1.981666,2009.0352,157226.45,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,New,Partial
482.80017,503129860.0,68.89689,64.70546,8707.669,6.0698285,5.085424,1997.3953,1995.768,-35.95796,76.62934,567.42065,89.51298,730.5093,845.28876,704.2302,-6.5343966,1542.5931,0.73445123,-0.044468883,1.7566345,0.9991377,3.0899878,1.0450351,6.6092563,0.51951283,1997.1523,2.0414689,513.3491,188.14766,60.194748,8.034043,-7.4348826,-8.612788,-1.0792099,-141.79564,9.862559,2009.0485,173687.31,RL,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,Missing,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,GdPrv,Shed,WD ,Normal
613.67896,565740860.0,59.497757,70.17746,5845.4224,6.07107,6.0925183,1980.2019,1995.3889,44.45714,229.53537,-32.066032,408.88754,603.4033,745.7277,753.36255,1.3920096,1499.4661,0.20815554,-0.0065923585,1.6154506,0.8672717,3.0691879,0.99397856,6.6170955,0.34307617,1986.5228,1.9866533,514.1288,82.900215,39.025463,-4.9485283,2.7684631,16.259434,0.47462517,79.60511,6.9420533,2008.9291,166276.66,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,New,Partial
580.41046,638170240.0,114.11957,78.44844,9582.764,5.23681,6.586401,1957.2223,1986.9052,59.23242,227.96672,54.124844,317.4571,591.33276,1001.5575,960.36865,-0.6934494,1963.3406,0.34386533,-0.059115376,2.1280606,0.5984568,4.155055,1.682054,9.008147,0.17675155,1973.0946,2.1887274,566.54083,102.28857,-33.0085,-33.173103,-4.515005,42.493584,11.265878,193.33891,5.4718733,2009.1012,152902.39,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Missing,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Fin,Ex,Ex,Y,Missing,Missing,Missing,WD ,Normal
651.15027,597374600.0,19.760296,68.61291,7634.9165,4.115151,4.5834336,1957.0944,1957.8279,-22.978077,77.73713,101.48163,562.6284,740.6952,847.7147,-95.22643,14.033461,765.1681,0.09041318,0.11005303,0.91094005,0.16617194,2.4996495,0.9898188,4.716432,-0.020265903,1962.855,1.0963719,297.34946,15.933533,-11.351658,46.61835,11.338841,-20.782406,-10.044915,183.72742,7.551119,2008.9692,57194.098,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,Missing,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
720.4875,632367300.0,27.989304,71.977905,8588.321,4.503895,4.1258326,1958.4492,1958.4745,-12.421741,115.19883,38.68408,630.72095,782.92755,892.00684,32.173107,21.606281,944.66534,0.11793053,0.0060860524,1.0080526,0.27580166,2.409497,0.99943906,5.0080233,0.08724401,1966.7616,1.5197142,422.86655,-21.50344,8.956352,94.99529,0.6901291,-4.480517,-2.3421273,363.36603,8.148841,2008.8848,78309.62,RL,Pave,Missing,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Missing,TA,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
626.10956,501271230.0,28.046812,68.79233,10919.34,4.5157094,4.691228,1973.4587,1966.985,-78.504234,54.40965,764.41815,142.73196,958.43744,1078.5637,-151.79951,-17.651566,908.8947,0.8287133,-0.0059309034,1.0943059,0.26107496,2.4670987,1.0796196,4.90718,0.35220754,1971.15,1.318504,350.1558,115.09649,26.962498,16.208742,-4.069126,18.975807,-2.041585,-32.896095,9.632715,2008.8774,96644.67,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,Missing,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,Fa,Y,Missing,Missing,Missing,WD ,Normal
633.9192,570652600.0,21.0023,78.422676,8294.789,5.4173527,5.799111,1977.2509,1984.5896,44.076893,399.08307,-0.8940533,506.35223,903.0872,1024.4014,61.044506,-1.1725124,1082.5281,0.34379652,0.06378859,1.3257587,0.21927756,2.6500003,1.010482,5.5386076,0.15818638,1980.5182,1.8236905,495.0101,99.63503,-10.566563,-10.488583,10.863958,-10.968284,-1.2473072,44.447803,6.4944706,2008.9507,139226.6,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
595.41833,649709440.0,19.761562,79.29006,7041.633,5.352492,5.4957457,1973.7246,1987.1544,-86.05532,744.45465,-10.832805,264.08322,993.9673,1067.4049,65.425606,8.398699,1140.5676,0.8427922,-0.06359937,1.2456388,0.23981655,2.4530299,0.9242217,5.270155,0.2453286,1979.4086,1.2274694,357.162,-38.664505,150.73706,3.644758,-7.833636,51.527466,26.321007,-76.95972,8.531338,2009.111,140743.58,RL,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,Missing,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Missing,Detchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
532.12634,596877600.0,24.314606,75.31577,8745.822,4.5758805,5.2773023,1967.9054,1969.9924,21.635845,593.4098,19.514606,155.26303,766.7641,893.61914,-44.26845,2.0714433,850.0832,0.550859,0.11265159,0.9682257,0.22559954,2.3616064,0.97543484,4.747717,0.14069691,1970.4272,1.4249257,395.6298,63.936813,-11.058769,4.938982,8.742726,-2.9136665,1.5671542,54.03452,6.4004188,2009.176,99150.664,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Missing,Missing,Missing,Con,Normal
641.1419,621419970.0,25.438353,73.58277,8055.4634,4.8888965,5.288552,1968.0365,1974.2286,33.373905,346.34735,54.19018,558.9699,957.30414,1059.6698,13.931772,0.6428453,1073.1316,0.33703268,0.0950853,1.2698857,0.14416383,2.863622,1.0613523,5.6722765,0.11330975,1971.5433,1.1797658,316.83514,73.20213,8.825489,-8.365444,10.671758,-23.62815,1.2233524,-134.05405,5.091505,2009.0193,111393.96,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
791.6754,636341400.0,17.420105,74.40261,4647.4517,5.165538,7.367664,1957.0055,1988.9905,-70.83332,637.47626,-3.6441905,226.11856,858.1253,987.8539,54.431927,-11.55526,1027.9307,0.774878,-0.08132759,1.1666446,0.049764257,2.7191942,1.0250497,5.476692,0.11223254,1965.9208,1.2203915,336.4752,75.59373,41.533287,-14.12775,15.008871,7.4410033,3.8710594,90.739296,8.522312,2008.7855,128382.0,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Missing,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Missing,Detchd,Unf,TA,TA,Y,Missing,GdWo,Missing,WD ,Normal
514.0356,635522000.0,21.45512,78.33675,10262.646,5.084054,6.2793536,1956.7812,1974.8499,85.525795,760.4325,43.768013,227.02979,1028.5157,1139.0461,6.808634,6.271141,1151.0393,0.81340104,-0.03174669,1.053585,0.15239775,2.617486,1.0050585,5.6022553,0.45141858,1961.0447,1.1883372,336.38403,114.0398,0.87947446,-2.5498068,15.264697,-5.6240754,6.995493,-27.285654,3.6862597,2009.254,138569.77,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,Missing,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,N,FuseA,Fa,Typ,Missing,Missing,Missing,Missing,Missing,N,Missing,MnPrv,Shed,WD ,Normal
741.1123,683374900.0,26.436172,66.39312,7928.775,4.6253824,4.724802,1950.6058,1959.8268,-79.93212,238.6163,298.78275,276.03223,812.3728,894.0818,129.62624,-1.004167,1019.7809,0.5061894,0.047684632,0.92035764,0.36079702,2.4548066,0.93482393,5.0048375,0.32363468,1959.4194,1.3978924,391.1769,54.231903,33.098488,146.30331,0.89760333,-17.12069,3.1264243,509.67615,10.828019,2008.9036,88723.234,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
631.33856,628725440.0,20.556911,66.687546,10352.092,4.078599,5.5173326,1960.947,1966.5867,-59.39387,89.933784,501.2173,217.31314,803.06415,981.7381,5.4915867,-26.876078,959.17303,-0.11652103,0.89401823,1.1456645,0.18275362,3.0439281,0.99260783,5.237631,0.28393894,1962.6671,0.9356964,255.6948,144.55103,22.875034,-13.116203,13.674257,24.529367,4.0104203,224.99623,9.8299465,2009.0511,71244.96,RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,Missing,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Fa,Typ,Missing,Missing,Missing,Missing,Missing,N,Missing,MnPrv,Missing,WD ,Normal
976.10254,279310000.0,19.467514,80.081406,10948.215,8.09791,9.060496,1976.2402,2007.5303,504.73282,1709.9117,-54.60601,452.92722,2099.9277,2054.175,-202.03975,41.450676,1890.0049,1.1749033,0.25816065,1.4605968,0.010267863,2.4114208,0.92111737,7.0385785,1.4838935,1973.9374,1.9089018,553.4411,441.29935,-44.113785,-64.72643,111.3399,-63.32783,-19.074177,1566.6191,6.777861,2008.0619,311874.88,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
